"genus","species","taxon","taxon_provided","log10_range","mass_g","source_mass","n","kingdom","phylum","class","order","family","taxonomy_source","gbif_confidence","gbif_status","gbif_family","gbif_order","species_changed"
"Tarentola","Tarentola ephippiata","Tarentola_ephippiata","Tarentola ephippiata",0.623477288506297,36.12,"Feldman_etal_2016; Meiri_2018; vertnet-reptilia-sept2016; vertnet-traits-sept2016",5,"Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","GBIF",99,"ACCEPTED","Phyllodactylidae",NA,FALSE
"Tarentola","Tarentola fascicularis","Tarentola_fascicularis","Tarentola fascicularis",0.399530832728826,13.12,"Feldman_etal_2016; Meiri_2018; Myrhvold_2015",3,"Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","GBIF",99,"ACCEPTED","Phyllodactylidae",NA,FALSE
"Tarentola","Tarentola fogoensis","Tarentola_fogoensis","Tarentola fogoensis",0.00182986045695648,8.782,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","GBIF",99,"ACCEPTED","Phyllodactylidae",NA,FALSE
"Tarentola","Tarentola gigas","Tarentola_gigas","Tarentola gigas",4.20264647429215e-05,93,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","GBIF",99,"ACCEPTED","Phyllodactylidae",NA,FALSE
"Tarentola","Tarentola gomerensis","Tarentola_gomerensis","Tarentola gomerensis",7.61853316404283e-05,11.4,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","GBIF",99,"ACCEPTED","Phyllodactylidae",NA,FALSE
"Tarentola","Tarentola maioensis","Tarentola_maioensis","Tarentola maioensis",0.00149178156777989,9.316,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","GBIF",99,"ACCEPTED","Phyllodactylidae",NA,FALSE
"Tarentola","Tarentola mauritanica","Tarentola_mauritanica","Tarentola mauritanica",0.399530832728826,12.47,"Cai_etal_2025; Feldman_etal_2016; Makarieva_2008; Meiri_2018; Myrhvold_2015",5,"Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","GBIF",99,"ACCEPTED","Phyllodactylidae",NA,FALSE
"Tarentola","Tarentola mindiae","Tarentola_mindiae","Tarentola mindiae",0.00138691925126055,13.78,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","GBIF",99,"ACCEPTED","Phyllodactylidae",NA,FALSE
"Tarentola","Tarentola neglecta","Tarentola_neglecta","Tarentola neglecta",0.000383032053554312,10.2,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","GBIF",99,"ACCEPTED","Phyllodactylidae",NA,FALSE
"Tarentola","Tarentola nicolauensis","Tarentola_nicolauensis","Tarentola nicolauensis",0.00149178156777989,9.316,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","GBIF",99,"ACCEPTED","Phyllodactylidae",NA,FALSE
"Tarentola","Tarentola parvicarinata","Tarentola_parvicarinata","Tarentola parvicarinata",0.000167068469805191,23.4,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","GBIF",99,"ACCEPTED","Phyllodactylidae",NA,FALSE
"Tarentola","Tarentola pastoria","Tarentola_pastoria","Tarentola pastoria",0.000294754074898589,33.89,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","GBIF",99,"ACCEPTED","Phyllodactylidae",NA,FALSE
"Tarentola","Tarentola protogigas","Tarentola_protogigas","Tarentola protogigas",0.000496620387910039,24.49,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","GBIF",99,"ACCEPTED","Phyllodactylidae",NA,FALSE
"Tarentola","Tarentola raziana","Tarentola_raziana","Tarentola raziana",0.00176791484617345,3.194,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","GBIF",99,"ACCEPTED","Phyllodactylidae",NA,FALSE
"Tarentola","Tarentola rudis","Tarentola_rudis","Tarentola rudis",0.000587281336150495,14.79,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","GBIF",99,"ACCEPTED","Phyllodactylidae",NA,FALSE
"Tarentola","Tarentola substituta","Tarentola_substituta","Tarentola substituta",0.002412916804928,7.38,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","GBIF",99,"ACCEPTED","Phyllodactylidae",NA,FALSE
"Taricha","Taricha sierrae","Taricha_sierrae","Taricha sierrae",0,9.242,"vertnet-amphibia-sept2016",4,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","GBIF",99,"ACCEPTED","Salamandridae","Caudata",FALSE
"Taricha","Taricha torosa","Molga_torosa","Molga torosa; Taricha torosa",0.176349026661834,10.95,"Makarieva_2008; vertnet-traits-sept2016",18,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","GBIF",84,"SYNONYM","Salamandridae","Caudata",TRUE
"Tarletonbeania","Tarletonbeania crenularis","Tarletonbeania_crenularis","Tarletonbeania crenularis",0,0.5,"CalCOFI_2026",1,"Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","GBIF",99,"ACCEPTED","Myctophidae","Myctophiformes",FALSE
"Tarletonbeania","Tarletonbeania taylori","Tarletonbeania_taylori","Tarletonbeania taylori",0,1.9,"Pauly_2024",1,"Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","GBIF",99,"ACCEPTED","Myctophidae","Myctophiformes",FALSE
"Tarsiger","Tarsiger chrysaeus","Tarsiger_chrysaeus","Tarsiger chrysaeus",0.0203036793045208,13.7,"Myrhvold_2015; Wilman_etal_2014; vertnet-traits-sept2016",6,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae","GBIF",99,"ACCEPTED","Muscicapidae","Passeriformes",FALSE
"Tarsiger","Tarsiger cyanurus","Tarsiger_cyanurus","Tarsiger cyanurus; Erithacus cyane; Erithacus cyanurus",0.0544012807268278,13.85,"Cai_etal_2025; Lislevand_etal_2007; Makarieva_2008; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",38,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae","GBIF",92,"ACCEPTED","Muscicapidae","Passeriformes",TRUE
"Tarsiger","Tarsiger hyperythrus","Tarsiger_hyperythrus","Tarsiger hyperythrus",0,12,"Myrhvold_2015; Wilman_etal_2014",2,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae","GBIF",99,"ACCEPTED","Muscicapidae","Passeriformes",FALSE
"Tarsiger","Tarsiger indicus","Tarsiger_indicus","Tarsiger indicus; Erithacus indicus; Luscinia indica",0.037408647497227,14.54,"Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",11,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae","GBIF",98,"ACCEPTED","Muscicapidae","Passeriformes",TRUE
"Tarsiger","Tarsiger johnstoniae","Tarsiger_johnstoniae","Tarsiger johnstoniae",0.00247697144015381,10.52,"Myrhvold_2015; Wilman_etal_2014",2,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae","GBIF",99,"ACCEPTED","Muscicapidae","Passeriformes",FALSE
"Tarsiger","Tarsiger rufilatus","Tarsiger_rufilatus","Tarsiger rufilatus",0,14,"Myrhvold_2015",1,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae","GBIF",99,"ACCEPTED","Muscicapidae","Passeriformes",FALSE
"Tarsipes","Tarsipes rostratus","Tarsipes_rostratus","Tarsipes rostratus",0.726998727936262,9.051,"AnAge; Brown_etal_2018; Cai_etal_2025; Castro_2025; Faurby_etal_2018; Fisher_2001; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003",10,"Animalia","Chordata","Mammalia","Diprotodontia","Tarsipedidae","GBIF",99,"ACCEPTED","Tarsipedidae","Diprotodontia",FALSE
"Tarsius","Tarsius dentatus","Tarsius_dentatus","Tarsius dentatus; Tarsius dianae",0.151400498035618,111.9,"Cai_etal_2025; Ernest_2003; Faurby_etal_2018; GalanAcedo_etal_2026; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003",8,"Animalia","Chordata","Mammalia","Primates","Tarsiidae","GBIF",98,"ACCEPTED","Tarsiidae","Primates",TRUE
"Tarsius","Tarsius fuscus","Tarsius_fuscus","Tarsius fuscus",0,120,"GalanAcedo_etal_2026",1,"Animalia","Chordata","Mammalia","Primates","Tarsiidae","GBIF",99,"ACCEPTED","Tarsiidae","Primates",FALSE
"Tarsius","Tarsius lariang","Tarsius_lariang","Tarsius lariang",0.0776048578126696,104,"Cai_etal_2025; Faurby_etal_2018; GalanAcedo_etal_2026",3,"Animalia","Chordata","Mammalia","Primates","Tarsiidae","GBIF",99,"ACCEPTED","Tarsiidae","Primates",FALSE
"Tarsius","Tarsius pelengensis","Tarsius_pelengensis","Tarsius pelengensis",0.0339261204728709,167,"Faurby_etal_2018; GalanAcedo_etal_2026; Jones_2009; Myrhvold_2015",4,"Animalia","Chordata","Mammalia","Primates","Tarsiidae","GBIF",99,"ACCEPTED","Tarsiidae","Primates",FALSE
"Tarsius","Tarsius pumilus","Tarsius_pumilus","Tarsius pumilus",0.798713409298533,65.8,"Faurby_etal_2018; GalanAcedo_etal_2026; Myrhvold_2015; Quaardvark; Smith_2003",5,"Animalia","Chordata","Mammalia","Primates","Tarsiidae","GBIF",99,"ACCEPTED","Tarsiidae","Primates",FALSE
"Tarsius","Tarsius sangirensis","Tarsius_sangirensis","Tarsius sangirensis",0.0827100656637336,163.1,"Faurby_etal_2018; GalanAcedo_etal_2026; Jones_2009; Myrhvold_2015",4,"Animalia","Chordata","Mammalia","Primates","Tarsiidae","GBIF",99,"ACCEPTED","Tarsiidae","Primates",FALSE
"Tarsius","Tarsius tarsier","Tarsius_spectrum","Tarsius spectrum; Tarsius tarsier",0.236572006437063,166.8,"AnAge; Ernest_2003; Faurby_etal_2018; GalanAcedo_etal_2026; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003; Tucker_etal_2014b",9,"Animalia","Chordata","Mammalia","Primates","Tarsiidae","GBIF",98,"SYNONYM","Tarsiidae","Primates",TRUE
"Tarsius","Tarsius tumpara","Tarsius_tumpara","Tarsius tumpara",0.0170333392987803,102,"Faurby_etal_2018; GalanAcedo_etal_2026",2,"Animalia","Chordata","Mammalia","Primates","Tarsiidae","GBIF",99,"ACCEPTED","Tarsiidae","Primates",FALSE
"Tarsius","Tarsius wallacei","Tarsius_wallacei","Tarsius wallacei",0.063538697462234,111.9,"Cai_etal_2025; Faurby_etal_2018; GalanAcedo_etal_2026",3,"Animalia","Chordata","Mammalia","Primates","Tarsiidae","GBIF",99,"ACCEPTED","Tarsiidae","Primates",FALSE
"Tarsomys","Tarsomys apoensis","Tarsomys_apoensis","Tarsomys apoensis",0.182262441977584,94.56,"Faurby_etal_2018; Myrhvold_2015",2,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Tarsomys","Tarsomys echinatus","Tarsomys_echinatus","Tarsomys echinatus",0,87.1,"Faurby_etal_2018",1,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Tasmacetus","Tasmacetus shepherdi","Tasmacetus_shepherdi","Tasmacetus shepherdi",0.383815365980431,3830000,"Faurby_etal_2018; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003",5,"Animalia","Chordata","Mammalia","Cetacea","Hyperoodontidae","GBIF",99,"ACCEPTED","Hyperoodontidae","Cetacea",FALSE
"Tasserkidrilus","Tasserkidrilus americanus","Tasserkidrilus_americanus","Tasserkidrilus americanus",0,0.001147,"Hrycik_2024",1,"Animalia","Annelida","Clitellata","Tubificida","Naididae","GBIF",99,"ACCEPTED","Naididae","Tubificida",FALSE
"Tasserkidrilus","Tasserkidrilus superiorensis","Tasserkidrilus_superiorensis","Tasserkidrilus superiorensis",0,0.000246,"Hrycik_2024",1,"Animalia","Annelida","Clitellata","Tubificida","Naididae","GBIF",99,"ACCEPTED","Naididae","Tubificida",FALSE
"Tateomys","Tateomys macrocercus","Tateomys_macrocercus","Tateomys macrocercus",0,42.7,"Faurby_etal_2018; Smith_2003",2,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Tateomys","Tateomys rhinogradoides","Tateomys_rhinogradoides","Tateomys rhinogradoides",0.00624894927700145,83.4,"Ernest_2003; Faurby_etal_2018; Myrhvold_2015; Smith_2003",4,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Tatera","Tatera indica","Tatera_indica","Tatera indica",0.286412916293213,133.8,"AnAge; Ernest_2003; Faurby_etal_2018; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003; Tucker_etal_2014b; vertnet-mammalia-sept2016",10,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Taterillus","Taterillus arenarius","Taterillus_arenarius","Taterillus arenarius",0,47,"Faurby_etal_2018; Jones_2009; Myrhvold_2015; Smith_2003",4,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Taterillus","Taterillus congicus","Taterillus_congicus","Taterillus congicus",0.0161656177675536,51.05,"Faurby_etal_2018; Myrhvold_2015",2,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Taterillus","Taterillus emini","Taterillus_emini","Taterillus emini",0,52,"Faurby_etal_2018; Jones_2009; Myrhvold_2015; Smith_2003",4,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Taterillus","Taterillus gracilis","Taterillus_gracilis","Taterillus gracilis",0.0339261204728706,50.09,"AnAge; Ernest_2003; Faurby_etal_2018; Jones_2009; Myrhvold_2015; Smith_2003",6,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Taterillus","Taterillus lacustris","Taterillus_lacustris","Taterillus lacustris",0.0161656177675536,51.05,"Faurby_etal_2018; Myrhvold_2015",2,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Taterillus","Taterillus petteri","Taterillus_petteri","Taterillus petteri",0,50.8,"Faurby_etal_2018; Smith_2003",2,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Taterillus","Taterillus pygargus","Taterillus_pygargus","Taterillus pygargus",0.122062603699838,54.83,"Ernest_2003; Faurby_etal_2018; Jones_2009; Myrhvold_2015; Smith_2003",5,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Taterillus","Taterillus tranieri","Taterillus_tranieri","Taterillus tranieri",0,46.8,"Faurby_etal_2018",1,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Tatu","Tatu bellus","Dasypus_bellus","Dasypus bellus",0.40573025309829,31340,"Faurby_etal_2018; Smith_2003",2,"Animalia","Chordata","Mammalia","Cingulata","Dasypodidae","GBIF",98,"SYNONYM","Dasypodidae","Cingulata",TRUE
"Taudactylus","Taudactylus acutirostris","Taudactylus_acutirostris","Taudactylus acutirostris",0,0.87,"AmphiBIO",1,"Animalia","Chordata","Amphibia","Anura","Myobatrachidae","GBIF",99,"ACCEPTED","Myobatrachidae","Anura",FALSE
"Taudactylus","Taudactylus diurnus","Taudactylus_diurnus","Taudactylus diurnus",0,0.68,"AmphiBIO",1,"Animalia","Chordata","Amphibia","Anura","Myobatrachidae","GBIF",99,"ACCEPTED","Myobatrachidae","Anura",FALSE
"Taudactylus","Taudactylus eungellensis","Taudactylus_eungellensis","Taudactylus eungellensis",0,0.73,"AmphiBIO",1,"Animalia","Chordata","Amphibia","Anura","Myobatrachidae","GBIF",99,"ACCEPTED","Myobatrachidae","Anura",FALSE
"Taudactylus","Taudactylus liemi","Taudactylus_liemi","Taudactylus liemi",0,1.15,"AmphiBIO",1,"Animalia","Chordata","Amphibia","Anura","Myobatrachidae","GBIF",99,"ACCEPTED","Myobatrachidae","Anura",FALSE
"Taudactylus","Taudactylus pleione","Taudactylus_pleione","Taudactylus pleione",0,1.15,"AmphiBIO",1,"Animalia","Chordata","Amphibia","Anura","Myobatrachidae","GBIF",99,"ACCEPTED","Myobatrachidae","Anura",FALSE
"Taudactylus","Taudactylus rheophilus","Taudactylus_rheophilus","Taudactylus rheophilus",0,1.08,"AmphiBIO",1,"Animalia","Chordata","Amphibia","Anura","Myobatrachidae","GBIF",99,"ACCEPTED","Myobatrachidae","Anura",FALSE
"Tauraco","Tauraco bannermani","Tauraco_bannermani","Tauraco bannermani",0,224,"Myrhvold_2015; Wilman_etal_2014",2,"Animalia","Chordata","Aves","Musophagiformes","Musophagidae","GBIF",99,"ACCEPTED","Musophagidae","Musophagiformes",FALSE
"Tauraco","Tauraco corythaix","Tauraco_corythaix","Tauraco corythaix",0.21182010585459,269.7,"Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016",11,"Animalia","Chordata","Aves","Musophagiformes","Musophagidae","GBIF",99,"ACCEPTED","Musophagidae","Musophagiformes",FALSE
"Tauraco","Tauraco erythrolophus","Tauraco_erythrolophus","Tauraco erythrolophus",0.0347467604355711,270.6,"Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016",3,"Animalia","Chordata","Aves","Musophagiformes","Musophagidae","GBIF",99,"ACCEPTED","Musophagidae","Musophagiformes",FALSE
"Tauraco","Tauraco fischeri","Tauraco_fischeri","Tauraco fischeri",0.0273484459532663,245.9,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016",6,"Animalia","Chordata","Aves","Musophagiformes","Musophagidae","GBIF",99,"ACCEPTED","Musophagidae","Musophagiformes",FALSE
"Tauraco","Tauraco hartlaubi","Tauraco_hartlaubi","Tauraco hartlaubi",0.0364711556477761,228.1,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",15,"Animalia","Chordata","Aves","Musophagiformes","Musophagidae","GBIF",99,"ACCEPTED","Musophagidae","Musophagiformes",FALSE
"Tauraco","Tauraco leucolophus","Tauraco_leucolophus","Tauraco leucolophus",0.0399239997066117,219.1,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",9,"Animalia","Chordata","Aves","Musophagiformes","Musophagidae","GBIF",99,"ACCEPTED","Musophagidae","Musophagiformes",FALSE
"Tauraco","Tauraco leucotis","Tauraco_leucotis","Tauraco leucotis",0.733049793908294,221.8,"AnAge; Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016",6,"Animalia","Chordata","Aves","Musophagiformes","Musophagidae","GBIF",99,"ACCEPTED","Musophagidae","Musophagiformes",FALSE
"Tauraco","Tauraco livingstonii","Tauraco_livingstonii","Tauraco livingstonii",0.000424194582071106,248.9,"Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016",4,"Animalia","Chordata","Aves","Musophagiformes","Musophagidae","GBIF",99,"ACCEPTED","Musophagidae","Musophagiformes",FALSE
"Tauraco","Tauraco macrorhynchus","Tauraco_macrorhynchus","Tauraco macrorhynchus",0.0452760999901569,259.1,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",6,"Animalia","Chordata","Aves","Musophagiformes","Musophagidae","GBIF",99,"ACCEPTED","Musophagidae","Musophagiformes",FALSE
"Tauraco","Tauraco persa","Tauraco_persa","Tauraco persa",0.234813726780724,271.8,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016",4,"Animalia","Chordata","Aves","Musophagiformes","Musophagidae","GBIF",99,"ACCEPTED","Musophagidae","Musophagiformes",FALSE
"Tauraco","Tauraco porphyreolophus","Musophaga_porphyreolopha","Musophaga porphyreolopha; Tauraco porphyreolophus; Gallicrex porphyreolophus; Gallirex porphyreolophus",0.682834412765791,231.7,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",9,"Animalia","Chordata","Aves","Musophagiformes","Musophagidae","GBIF",84,"SYNONYM","Musophagidae","Musophagiformes",TRUE
"Tauraco","Tauraco ruspolii","Tauraco_ruspolii","Tauraco ruspolii",0.0544677635988583,252.7,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014",3,"Animalia","Chordata","Aves","Musophagiformes","Musophagidae","GBIF",99,"ACCEPTED","Musophagidae","Musophagiformes",FALSE
"Tauraco","Tauraco schalowi","Tauraco_schalowi","Tauraco schalowi",0.0563792112256199,220.7,"Myrhvold_2015; Wilman_etal_2014",2,"Animalia","Chordata","Aves","Musophagiformes","Musophagidae","GBIF",99,"ACCEPTED","Musophagidae","Musophagiformes",FALSE
"Tauraco","Tauraco schuettii","Tauraco_schuettii","Tauraco schuettii; Tauraco schuetii",0.00364568728913816,235.7,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016",5,"Animalia","Chordata","Aves","Musophagiformes","Musophagidae","GBIF",96,"ACCEPTED","Musophagidae","Musophagiformes",TRUE
"Taurotragus","Taurotragus derbianus","Taurotragus_derbianus","Taurotragus derbianus",0.249805915102364,704200,"AnAge; Ernest_2003; Hirt_etal_2017; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003",7,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","GBIF",99,"ACCEPTED","Bovidae","Artiodactyla",FALSE
"Taurotragus","Taurotragus oryx","Taurotragus_oryx","Taurotragus oryx; Tragelaphus oryx",0.662451661797555,489700,"AnAge; Cai_etal_2025; Ernest_2003; Faurby_etal_2018; Gillooly_etal_2016; Hirt_etal_2017; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003; Tucker_etal_2014a; Tucker_etal_2014b; vertnet-mammalia-sept2016",14,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","GBIF",98,"ACCEPTED","Bovidae","Artiodactyla",TRUE
"Taurulus","Taurulus bubalis","Taurulus_bubalis","Taurulus bubalis",0,240.6,"Brose_etal_2018",29,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","GBIF",99,"ACCEPTED","Cottidae","Scorpaeniformes",FALSE
"Taxidea","Taxidea taxus","Taxidea_taxus","Taxidea taxus; Taxidea taxis",0.721267026838282,6461,"AnAge; Brown_etal_2018; Ernest_2003; Faurby_etal_2018; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003; Tucker_etal_2014a; Tucker_etal_2014b; vertnet-mammalia-sept2016; vertnet-traits-sept2016",34,"Animalia","Chordata","Mammalia","Carnivora","Mustelidae","GBIF",96,"ACCEPTED","Mustelidae","Carnivora",TRUE
"Tayassu","Tayassu pecari","Tayassu_pecari","Tayassu pecari",0.622046514114685,27070,"AnAge; Brown_etal_2018; Ernest_2003; Faurby_etal_2018; Hirt_etal_2017; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003; Tucker_etal_2014a; Tucker_etal_2014b",13,"Animalia","Chordata","Mammalia","Artiodactyla","Tayassuidae","GBIF",99,"ACCEPTED","Tayassuidae","Artiodactyla",FALSE
"Taylorella","Taylorella equigenitalis","Taylorella_equigenitalis","Taylorella equigenitalis",0,4e-13,"DeLong_etal_2010",1,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","GBIF",99,"ACCEPTED","Burkholderiaceae","Burkholderiales",FALSE
"Tchagra","Tchagra australis","Tchagra_australis","Tchagra australis",0.0498273752548823,33.68,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",21,"Animalia","Chordata","Aves","Passeriformes","Malaconotidae","GBIF",99,"ACCEPTED","Malaconotidae","Passeriformes",FALSE
"Tchagra","Tchagra jamesi","Tchagra_jamesi","Tchagra jamesi",0.0234142504616002,27.47,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016",5,"Animalia","Chordata","Aves","Passeriformes","Malaconotidae","GBIF",99,"ACCEPTED","Malaconotidae","Passeriformes",FALSE
"Tchagra","Tchagra senegala","Tchagra_senegala","Tchagra senegala",0,13.36,"vertnet-aves-sept2016",3,"Animalia","Chordata","Aves","Passeriformes","Malaconotidae","GBIF",99,"ACCEPTED",NA,NA,FALSE
"Tchagra","Tchagra senegalus","Tchagra_senegalus","Tchagra senegalus",0.12505904060477,49.64,"Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",5,"Animalia","Chordata","Aves","Passeriformes","Malaconotidae","GBIF",99,"ACCEPTED","Malaconotidae","Passeriformes",FALSE
"Tchagra","Tchagra tchagra","Tchagra_tchagra","Tchagra tchagra",0.00259798071990859,50.15,"Myrhvold_2015; Wilman_etal_2014",2,"Animalia","Chordata","Aves","Passeriformes","Malaconotidae","GBIF",99,"ACCEPTED","Malaconotidae","Passeriformes",FALSE
"Techmarscincus","Techmarscincus jigurru","Techmarscincus_jigurru","Techmarscincus jigurru",0.273001272063738,8.858,"Feldman_etal_2016; Meiri_2018; Myrhvold_2015",3,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Tectidrilus","Tectidrilus gabriellae","Peloscolex_gabriellae","Peloscolex gabriellae",0,4.68e-05,"Brose_etal_2018",3,"Animalia","Annelida","Clitellata","Tubificida","Naididae","GBIF",98,"SYNONYM","Naididae","Tubificida",TRUE
"Tectocepheus","Tectocepheus minor","Tectocepheus_minor","Tectocepheus minor",0,9.85e-06,"Brose_etal_2018",31,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Tectocepheidae","GBIF",99,"ACCEPTED","Tectocepheidae","Sarcoptiformes",FALSE
"Tectocepheus","Tectocepheus velatus","Tectocepheus_velatus","Tectocepheus velatus",0,1.057e-05,"Brose_etal_2018",74,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Tectocepheidae","GBIF",99,"ACCEPTED","Tectocepheidae","Sarcoptiformes",FALSE
"Tedania","Tedania anhelans","Tedania_anhelans","Tedania anhelans",0,0.05555,"Brose_etal_2018",10,"Animalia","Porifera","Demospongiae","Poecilosclerida","Tedaniidae","GBIF",99,"ACCEPTED","Tedaniidae","Poecilosclerida",FALSE
"Tedania","Tedania oxeata","Tedania_oxeata","Tedania oxeata",0,5.6,"Brose_etal_2018",43,"Animalia","Porifera","Demospongiae","Poecilosclerida","Tedaniidae","GBIF",99,"ACCEPTED","Tedaniidae","Poecilosclerida",FALSE
"Tedania","Tedania tantula","Tedania_tantulata","Tedania tantulata",0,5.6,"Brose_etal_2018",43,"Animalia","Porifera","Demospongiae","Poecilosclerida","Tedaniidae","GBIF",93,"ACCEPTED","Tedaniidae","Poecilosclerida",TRUE
