Latin name ,Island,Sex,Sampling Date,W (g),FL (cm),TL (cm)
Chaetodon striatus,GUADELOUPE,I,5/27/22,64.9,12.5,12.5
Chaetodon striatus,GUADELOUPE,I,5/27/22,68.4,12.5,12.5
Chaetodon striatus,GUADELOUPE,I,5/27/22,42.7,11.5,11.5
Chaetodon striatus,GUADELOUPE,I,5/27/22,52.6,12,12
Chaetodon striatus,GUADELOUPE,I,5/27/22,55.5,12.5,12.5
Chaetodon striatus,GUADELOUPE,I,5/27/22,56.9,12,12
Chaetodon striatus,GUADELOUPE,I,5/27/22,54.4,11.5,11.5
Chaetodon striatus,GUADELOUPE,I,5/27/22,50.1,11.5,11.5
Chaetodon striatus,GUADELOUPE,I,5/27/22,105.2,14,14
Chaetodon striatus,GUADELOUPE,I,6/2/22,54.4,11.5,11.5
Chaetodon striatus,GUADELOUPE,I,6/2/22,48.3,11,11
Chaetodon striatus,GUADELOUPE,I,6/2/22,45.6,11,11
Chaetodon striatus,GUADELOUPE,I,6/2/22,47.2,11.5,11.5
Chaetodon striatus,GUADELOUPE,I,6/2/22,45.9,11,11
Chaetodon striatus,GUADELOUPE,I,6/2/22,45.8,11,11
Chaetodon striatus,GUADELOUPE,I,9/22/22,74.6,13,13
Chaetodon striatus,GUADELOUPE,F,9/22/22,67.6,12.5,12.5
Chaetodon striatus,GUADELOUPE,F,9/22/22,50.5,11.5,11.5
Chaetodon striatus,GUADELOUPE,F,9/22/22,74.6,13,13
Chaetodon striatus,GUADELOUPE,F,9/22/22,22.8,8.5,8.5
Chaetodon striatus,GUADELOUPE,F,9/22/22,42,10.5,10.5
Chaetodon striatus,GUADELOUPE,M,9/22/22,73.3,13,13
Chaetodon striatus,GUADELOUPE,F,9/22/22,68.9,12.5,12.5
Chaetodon striatus,GUADELOUPE,F,9/22/22,78,13.5,13.5
Chaetodon striatus,GUADELOUPE,F,9/23/22,23.5,9,9
Chaetodon striatus,GUADELOUPE,M,9/27/22,66.2,13,13
Chaetodon striatus,GUADELOUPE,M,9/27/22,58.3,12,12
Chaetodon striatus,GUADELOUPE,M,9/27/22,58.2,12,12
Chaetodon striatus,GUADELOUPE,F,9/27/22,64.1,12,12
Chaetodon striatus,GUADELOUPE,F,9/27/22,59.6,12,12
Chaetodon striatus,GUADELOUPE,M,9/27/22,45,11,11
Chaetodon striatus,GUADELOUPE,M,9/27/22,36.3,10.5,10.5
Chaetodon striatus,GUADELOUPE,I,9/27/22,22.4,9,9
Chaetodon striatus,GUADELOUPE,I,9/27/22,20.7,9,9
Chaetodon striatus,GUADELOUPE,I,9/27/22,21.7,8.5,8.5
Chaetodon striatus,GUADELOUPE,I,9/27/22,16.5,8,8
Chaetodon striatus,GUADELOUPE,M,9/29/22,69.6,13,13
Chaetodon striatus,GUADELOUPE,F,9/29/22,49.3,12,12
Chaetodon striatus,GUADELOUPE,M,9/29/22,57.8,12,12
Chaetodon striatus,MARTINIQUE,I,10/15/21,35,NA,10
Chaetodon striatus,MARTINIQUE,I,10/15/21,28,NA,9
Chaetodon striatus,MARTINIQUE,I,10/15/21,27,NA,9
Chaetodon striatus,MARTINIQUE,I,10/19/21,42,NA,10.5
Chaetodon striatus,MARTINIQUE,I,10/19/21,44,NA,11
Chaetodon striatus,MARTINIQUE,I,10/19/21,25,NA,9
Chaetodon striatus,MARTINIQUE,I,10/19/21,55,NA,11.5
Chaetodon striatus,MARTINIQUE,M,8/24/22,34.8,10.5,10.5
Chaetodon striatus,MARTINIQUE,F,8/24/22,49.7,11,11
Chaetodon striatus,MARTINIQUE,F,8/29/22,46.5,11.5,11.5
Chloroscombrus chrysurus,MARTINIQUE,M,10/16/21,238,27,31.5
Chloroscombrus chrysurus,MARTINIQUE,F,10/16/21,202,25.5,30.5
Chloroscombrus chrysurus,MARTINIQUE,M,10/16/21,206,25.5,31
Chloroscombrus chrysurus,MARTINIQUE,F,10/16/21,111,20,23.5
Chloroscombrus chrysurus,MARTINIQUE,F,4/22/22,162,21.5,25.5
Chloroscombrus chrysurus,MARTINIQUE,F,4/22/22,202,24.5,29
Chloroscombrus chrysurus,MARTINIQUE,F,4/22/22,143,21.5,25
Chloroscombrus chrysurus,MARTINIQUE,F,4/22/22,163,21.5,25
Chloroscombrus chrysurus,MARTINIQUE,I,4/22/22,230,26,31
Chloroscombrus chrysurus,MARTINIQUE,M,4/24/22,172,23.5,28
Chloroscombrus chrysurus,MARTINIQUE,F,4/26/22,81,17.5,21
Chloroscombrus chrysurus,MARTINIQUE,M,8/21/22,234.4,26,31
Chloroscombrus chrysurus,MARTINIQUE,M,8/21/22,292.2,28,34
Chloroscombrus chrysurus,MARTINIQUE,F,8/21/22,166.9,22.5,26.5
Chloroscombrus chrysurus,MARTINIQUE,F,8/21/22,185.5,23,27.5
Chloroscombrus chrysurus,MARTINIQUE,M,8/21/22,104.1,19,23
Chloroscombrus chrysurus,MARTINIQUE,I,8/21/22,85.2,18,21.5
Clepticus parrae,MARTINIQUE,M,10/18/21,244,22.5,25
Clepticus parrae,MARTINIQUE,F,4/26/22,137,19,21
Clepticus parrae,MARTINIQUE,F,4/26/22,148,18,20.5
Clepticus parrae,MARTINIQUE,M,5/2/22,173,20.5,22.5
Clepticus parrae,MARTINIQUE,F,8/23/22,150.1,18.5,21
Clepticus parrae,MARTINIQUE,F,8/23/22,165,19,21.5
Clepticus parrae,MARTINIQUE,I,8/26/22,185.1,20.5,23
Clepticus parrae,MARTINIQUE,M,8/26/22,204.8,21.5,24
Clepticus parrae,MARTINIQUE,M,8/26/22,168.2,19.5,21.5
Clepticus parrae,MARTINIQUE,F,8/26/22,101.6,17,18.5
Clepticus parrae,MARTINIQUE,F,8/26/22,125.7,18.5,20
Clepticus parrae,MARTINIQUE,M,8/26/22,117.8,17.5,19.5
Clepticus parrae,MARTINIQUE,F,8/26/22,113.9,18,19.5
Clepticus parrae,MARTINIQUE,I,8/26/22,194.4,21,23.5
Clepticus parrae,MARTINIQUE,M,8/31/22,106.4,17.5,19.5
Clepticus parrae,MARTINIQUE,M,8/31/22,151.4,19.5,21.5
Dactylopterus volitans,GUADELOUPE,F,11/10/21,517.6,35,37
Dactylopterus volitans,GUADELOUPE,I,11/12/21,552.4,34,36
Dactylopterus volitans,GUADELOUPE,F,11/12/21,334.4,29.5,30.5
Dactylopterus volitans,GUADELOUPE,F,11/12/21,446.2,33,35
Dactylopterus volitans,GUADELOUPE,F,11/16/21,642.9,37.5,39
Dactylopterus volitans,GUADELOUPE,F,11/16/21,423,33,35
Dactylopterus volitans,GUADELOUPE,F,11/16/21,512.3,36,38
Dactylopterus volitans,GUADELOUPE,I,5/29/22,571,34,36
Dactylopterus volitans,GUADELOUPE,I,5/29/22,534.9,35,37
Dactylopterus volitans,GUADELOUPE,I,5/29/22,314.1,28.5,30
Dactylopterus volitans,GUADELOUPE,I,5/29/22,694.3,37,39.5
Dactylopterus volitans,GUADELOUPE,I,5/29/22,416.7,31.5,33.5
Dactylopterus volitans,GUADELOUPE,I,5/29/22,512.4,36,38
Dactylopterus volitans,GUADELOUPE,I,5/29/22,634.1,36.5,38.5
Dactylopterus volitans,GUADELOUPE,I,5/29/22,777.1,37.5,39
Dactylopterus volitans,GUADELOUPE,I,5/29/22,233.4,24.5,26
Dactylopterus volitans,GUADELOUPE,I,5/29/22,368.7,31,32.5
Dactylopterus volitans,GUADELOUPE,I,5/29/22,634.9,36.5,38.5
Dactylopterus volitans,GUADELOUPE,I,5/29/22,1046.3,41,43
Dactylopterus volitans,GUADELOUPE,I,5/29/22,477.6,33,35
Dactylopterus volitans,GUADELOUPE,I,5/29/22,662.2,36.5,38.5
Dactylopterus volitans,GUADELOUPE,I,5/29/22,964.9,41,43
Dactylopterus volitans,GUADELOUPE,I,5/29/22,260.1,27,28
Dactylopterus volitans,GUADELOUPE,I,5/29/22,882.3,40,42
Dactylopterus volitans,GUADELOUPE,I,5/29/22,625.2,35.5,37
Dactylopterus volitans,GUADELOUPE,I,5/29/22,527.8,34,35.5
Dactylopterus volitans,GUADELOUPE,I,5/29/22,484,32.5,34
Dactylopterus volitans,GUADELOUPE,I,5/29/22,514.9,33.5,35.5
Dactylopterus volitans,GUADELOUPE,I,5/29/22,513,33.5,35.5
Dactylopterus volitans,GUADELOUPE,I,5/29/22,814.7,39,41
Dactylopterus volitans,GUADELOUPE,I,5/29/22,367.5,30,31.5
Dactylopterus volitans,GUADELOUPE,I,5/29/22,765.5,38,40
Dactylopterus volitans,GUADELOUPE,I,5/29/22,528.9,35.5,36.5
Dactylopterus volitans,GUADELOUPE,I,5/29/22,356,30.5,32
Dactylopterus volitans,GUADELOUPE,I,5/29/22,557,35,37
Dactylopterus volitans,GUADELOUPE,I,5/29/22,456.2,32,34
Dactylopterus volitans,GUADELOUPE,I,5/29/22,793,39,41.5
Dactylopterus volitans,GUADELOUPE,F,9/20/22,636,35,37
Dactylopterus volitans,GUADELOUPE,F,9/20/22,472.6,32,34
Dactylopterus volitans,GUADELOUPE,M,9/20/22,507.6,34,36
Dactylopterus volitans,GUADELOUPE,F,9/20/22,400.4,31.5,32.5
Dactylopterus volitans,GUADELOUPE,M,9/20/22,427.1,31,32
Dactylopterus volitans,GUADELOUPE,M,9/20/22,440.4,32.5,34
Dactylopterus volitans,GUADELOUPE,F,9/20/22,639.4,34,36.5
Dactylopterus volitans,GUADELOUPE,M,9/20/22,387.6,32.5,34
Dactylopterus volitans,GUADELOUPE,F,9/20/22,432.1,30.5,32
Dactylopterus volitans,GUADELOUPE,F,9/20/22,606.6,34.5,36
Dactylopterus volitans,GUADELOUPE,F,9/20/22,661,35.5,37.5
Dactylopterus volitans,GUADELOUPE,F,9/21/22,670.1,37,39
Dactylopterus volitans,GUADELOUPE,F,9/21/22,583.7,34.5,36.5
Dactylopterus volitans,GUADELOUPE,F,9/21/22,580.6,34,36.5
Dactylopterus volitans,GUADELOUPE,M,9/21/22,463.9,35.5,37.5
Dactylopterus volitans,GUADELOUPE,F,9/21/22,475.2,32,34
Dactylopterus volitans,GUADELOUPE,M,9/21/22,408,32,34
Dactylopterus volitans,GUADELOUPE,F,9/21/22,656.9,36,38.5
Dactylopterus volitans,GUADELOUPE,F,9/21/22,491.4,32,34.5
Dactylopterus volitans,MARTINIQUE,F,4/28/22,449,31.5,34
Dactylopterus volitans,MARTINIQUE,F,4/28/22,415,32,34
Dactylopterus volitans,MARTINIQUE,F,4/28/22,374,31,32.5
Dactylopterus volitans,MARTINIQUE,F,4/28/22,341,31,32.5
Dactylopterus volitans,MARTINIQUE,F,4/28/22,395,31.5,33
Dactylopterus volitans,MARTINIQUE,F,4/28/22,547,34.5,36.5
Dactylopterus volitans,MARTINIQUE,F,4/28/22,689,36.5,39
Dactylopterus volitans,MARTINIQUE,F,4/28/22,492,33,34.5
Dactylopterus volitans,MARTINIQUE,F,8/23/22,375.3,31.5,33.5
Dactylopterus volitans,MARTINIQUE,F,8/23/22,416.7,33,34.5
Dactylopterus volitans,MARTINIQUE,F,8/23/22,364,31.5,32.5
Dactylopterus volitans,MARTINIQUE,F,8/23/22,567.6,35,38
Dactylopterus volitans,MARTINIQUE,F,8/23/22,456.9,33.5,35
Dactylopterus volitans,MARTINIQUE,F,8/23/22,421.6,33,35
Dactylopterus volitans,MARTINIQUE,F,8/23/22,382.5,33,34.5
Dactylopterus volitans,MARTINIQUE,M,8/23/22,479.4,35.5,37.5
Dactylopterus volitans,MARTINIQUE,F,8/23/22,444.2,33.5,35.5
Dactylopterus volitans,MARTINIQUE,F,8/23/22,484.1,34.5,36
Dactylopterus volitans,MARTINIQUE,M,8/23/22,476,33.5,35.5
Dactylopterus volitans,MARTINIQUE,F,8/23/22,593.2,35.5,38
Dactylopterus volitans,MARTINIQUE,F,8/23/22,553.1,35,37
Dactylopterus volitans,MARTINIQUE,M,8/23/22,646.8,38,40
Dactylopterus volitans,MARTINIQUE,M,8/23/22,442.1,33.5,35
Dactylopterus volitans,MARTINIQUE,M,8/23/22,409,32.5,34.5
Dactylopterus volitans,MARTINIQUE,I,8/23/22,351.2,30.5,32
Dactylopterus volitans,MARTINIQUE,M,8/23/22,530.4,34,35.5
Decapterus punctatus,GUADELOUPE,I,11/8/21,67.1,17,19
Decapterus punctatus,GUADELOUPE,F,11/10/21,57.1,16,17.5
Decapterus punctatus,GUADELOUPE,M,11/10/21,51,16,17.5
Decapterus punctatus,GUADELOUPE,M,11/10/21,49.4,15.5,17
Decapterus punctatus,GUADELOUPE,F,5/24/22,90.7,19,20.5
Decapterus punctatus,GUADELOUPE,F,9/21/22,20.7,11.5,13
Decapterus punctatus,GUADELOUPE,M,9/25/22,52.9,16,18
Decapterus punctatus,MARTINIQUE,M,10/15/21,31,13,14.5
Decapterus punctatus,MARTINIQUE,M,10/15/21,24,12.5,13.5
Decapterus punctatus,MARTINIQUE,M,10/15/21,25,12,13.5
Decapterus punctatus,MARTINIQUE,I,10/15/21,23,13.5,14
Decapterus punctatus,MARTINIQUE,I,10/15/21,21,11.5,13
Decapterus punctatus,MARTINIQUE,I,10/15/21,22,12,13
Decapterus punctatus,MARTINIQUE,I,10/15/21,20,11.5,12.5
Decapterus punctatus,MARTINIQUE,I,10/15/21,22,11.5,12.5
Decapterus punctatus,MARTINIQUE,I,10/15/21,15,10.5,11.5
Decapterus punctatus,MARTINIQUE,I,10/15/21,29,13,14
Decapterus punctatus,MARTINIQUE,I,10/15/21,25,12.5,13.5
Decapterus punctatus,MARTINIQUE,I,10/15/21,21,12,13
Decapterus punctatus,MARTINIQUE,I,10/15/21,23,12,13
Decapterus punctatus,MARTINIQUE,I,10/16/21,28.7,13.5,15
Decapterus punctatus,MARTINIQUE,F,10/21/21,49,15,16.5
Decapterus punctatus,MARTINIQUE,F,10/21/21,54,15.5,17
Decapterus punctatus,MARTINIQUE,F,10/21/21,62,16,18
Decapterus punctatus,MARTINIQUE,F,10/21/21,33,13,14
Diapterus auratus,MARTINIQUE,F,10/16/21,386,24,30.5
Diapterus auratus,MARTINIQUE,M,10/16/21,205,19.5,24
Diapterus auratus,MARTINIQUE,F,10/16/21,414,24,31
Diapterus auratus,MARTINIQUE,F,10/16/21,557,27.5,34
Diapterus auratus,MARTINIQUE,F,10/16/21,293,22,27.5
Diapterus auratus,MARTINIQUE,M,10/16/21,319,23,29
Diapterus auratus,MARTINIQUE,F,10/16/21,297,22.5,28.5
Diapterus auratus,MARTINIQUE,F,10/16/21,348,22.5,28.5
Diapterus auratus,MARTINIQUE,F,10/16/21,389,23,30
Diapterus auratus,MARTINIQUE,F,10/16/21,502,27,33
Diapterus auratus,MARTINIQUE,F,10/16/21,475,26,32.5
Diapterus auratus,MARTINIQUE,F,10/16/21,467,26.5,32.5
Diapterus auratus,MARTINIQUE,F,10/16/21,377,25.5,31
Diapterus auratus,MARTINIQUE,F,10/16/21,419,24.5,30.5
Diapterus auratus,MARTINIQUE,F,10/16/21,449,26,32
Diapterus auratus,MARTINIQUE,M,10/16/21,274,21,26.5
Diapterus auratus,MARTINIQUE,F,10/16/21,366,23.5,29.5
Diapterus auratus,MARTINIQUE,F,10/16/21,366,24.5,30.5
Diapterus auratus,MARTINIQUE,F,10/16/21,295,23,28
Diapterus auratus,MARTINIQUE,M,10/16/21,388,25.5,32
Diapterus auratus,MARTINIQUE,F,10/16/21,422,24,31
Diapterus auratus,MARTINIQUE,M,10/16/21,210,19,24
Diapterus auratus,MARTINIQUE,F,10/16/21,418,25,31
Diapterus auratus,MARTINIQUE,F,10/16/21,432,25,31.5
Diapterus auratus,MARTINIQUE,I,10/16/21,189,18.5,23.5
Diapterus auratus,MARTINIQUE,F,10/16/21,361,22.5,28.5
Diapterus auratus,MARTINIQUE,F,10/16/21,463,25.5,32.5
Diapterus auratus,MARTINIQUE,F,10/16/21,114,15.5,18.5
Diapterus auratus,MARTINIQUE,I,10/16/21,252,22,27.5
Diapterus auratus,MARTINIQUE,F,10/16/21,294,21.5,27
Diapterus auratus,MARTINIQUE,F,10/16/21,477,25,32
Diapterus auratus,MARTINIQUE,F,10/16/21,435,24,30.5
Diapterus auratus,MARTINIQUE,F,10/16/21,419,25,31
Diapterus auratus,MARTINIQUE,F,10/16/21,279,21.5,27
Diapterus auratus,MARTINIQUE,M,10/16/21,293,23.5,28.5
Diapterus auratus,MARTINIQUE,I,10/16/21,169,18.5,22
Diapterus auratus,MARTINIQUE,F,10/16/21,357,23,30
Diapterus auratus,MARTINIQUE,I,10/16/21,248,21,26
Diapterus auratus,MARTINIQUE,F,10/16/21,561,28,35
Diapterus auratus,MARTINIQUE,F,10/16/21,318,23,28.5
Diapterus auratus,MARTINIQUE,F,10/16/21,416,23.5,29
Diapterus auratus,MARTINIQUE,F,10/16/21,434,24.5,31.5
Diapterus auratus,MARTINIQUE,F,10/16/21,463,26,32
Diapterus auratus,MARTINIQUE,M,10/16/21,242,21,26.5
Diapterus auratus,MARTINIQUE,F,10/16/21,389,24,30
Diapterus auratus,MARTINIQUE,F,10/16/21,428,25.5,31
Diapterus auratus,MARTINIQUE,F,10/16/21,387,24.5,32
Diapterus auratus,MARTINIQUE,M,10/16/21,326,23,28
Diapterus auratus,MARTINIQUE,M,10/16/21,270,22,27.5
Diapterus auratus,MARTINIQUE,F,10/16/21,392,24,30
Diapterus auratus,MARTINIQUE,I,10/16/21,166,19,23.5
Diapterus auratus,MARTINIQUE,I,10/16/21,241,20,25.5
Diapterus auratus,MARTINIQUE,I,10/16/21,263,21,26.5
Diapterus auratus,MARTINIQUE,F,10/16/21,86,14,17.5
Diapterus auratus,MARTINIQUE,F,10/16/21,465,26,32
Diapterus auratus,MARTINIQUE,M,10/16/21,304,22.5,28
Diapterus auratus,MARTINIQUE,I,10/16/21,293,22,28
Diapterus auratus,MARTINIQUE,F,10/16/21,419,25,31
Diapterus auratus,MARTINIQUE,F,10/16/21,349,21.5,27.5
Diapterus auratus,MARTINIQUE,F,10/16/21,253,20.5,26
Diapterus auratus,MARTINIQUE,F,10/16/21,284,21.5,27
Diapterus auratus,MARTINIQUE,F,10/16/21,332,22.5,28.5
Diapterus auratus,MARTINIQUE,I,10/16/21,250,21.5,27
Diapterus auratus,MARTINIQUE,F,10/16/21,353,23.5,29.5
Diapterus auratus,MARTINIQUE,I,10/16/21,268,20.5,27.5
Diapterus auratus,MARTINIQUE,M,10/16/21,237,21.5,26.5
Diapterus auratus,MARTINIQUE,I,10/16/21,186,16.5,23
Diapterus auratus,MARTINIQUE,M,10/16/21,246,20.5,26
Diapterus auratus,MARTINIQUE,F,10/16/21,250,20.5,26
Diapterus auratus,MARTINIQUE,M,10/16/21,327,22.5,28.5
Diapterus auratus,MARTINIQUE,I,10/16/21,257,20,26.5
Diapterus auratus,MARTINIQUE,I,10/16/21,306,22.5,28
Diapterus auratus,MARTINIQUE,I,10/16/21,233,20,25
Diapterus auratus,MARTINIQUE,F,10/16/21,121,16,19
Diapterus auratus,MARTINIQUE,F,10/16/21,353,23,28
Diapterus auratus,MARTINIQUE,F,10/16/21,502,26.5,32.5
Diapterus auratus,MARTINIQUE,M,10/16/21,91,14,17.5
Diapterus auratus,MARTINIQUE,I,10/16/21,388,25,30.5
Diapterus auratus,MARTINIQUE,F,10/16/21,346,23,29.5
Diapterus auratus,MARTINIQUE,F,10/16/21,547,27.5,34
Diapterus auratus,MARTINIQUE,F,10/16/21,399,24,30.5
Diapterus auratus,MARTINIQUE,M,10/16/21,313,22,28
Diapterus auratus,MARTINIQUE,M,10/16/21,280,23,27.5
Diapterus auratus,MARTINIQUE,F,10/16/21,207,20,25
Diapterus auratus,MARTINIQUE,I,10/16/21,269,21.5,27
Diapterus auratus,MARTINIQUE,F,10/16/21,421,25,31
Diapterus auratus,MARTINIQUE,F,10/16/21,135,17,19.5
Diapterus auratus,MARTINIQUE,F,10/16/21,135,16.5,20
Diapterus auratus,MARTINIQUE,F,10/16/21,337,22,28
Diapterus auratus,MARTINIQUE,F,10/16/21,305,22.5,28
Diapterus auratus,MARTINIQUE,I,10/16/21,218,19.5,24.5
Diapterus auratus,MARTINIQUE,I,10/16/21,233,20.5,25.5
Diapterus auratus,MARTINIQUE,F,10/16/21,385,24,31
Diapterus auratus,MARTINIQUE,F,10/16/21,404,24.5,30.5
Diapterus auratus,MARTINIQUE,F,10/16/21,318,22.5,28.5
Diapterus auratus,MARTINIQUE,M,10/16/21,326,21.5,27.5
Diapterus auratus,MARTINIQUE,F,10/16/21,333,23,29
Diapterus auratus,MARTINIQUE,F,10/16/21,367,24.5,30
Diapterus auratus,MARTINIQUE,I,10/16/21,246,21.5,27
Diapterus auratus,MARTINIQUE,M,10/16/21,230,20,25
Diapterus auratus,MARTINIQUE,F,10/16/21,113,15,18
Diapterus auratus,MARTINIQUE,I,10/16/21,210,19,24
Diapterus auratus,MARTINIQUE,F,10/16/21,380,24,29.5
Diapterus auratus,MARTINIQUE,F,10/16/21,331,22.5,28
Diapterus auratus,MARTINIQUE,F,10/16/21,523,27.5,35
Diapterus auratus,MARTINIQUE,M,10/16/21,336,23,28.5
Diapterus auratus,MARTINIQUE,M,10/16/21,229,20,24
Diapterus auratus,MARTINIQUE,F,10/16/21,391,25,31.5
Diapterus auratus,MARTINIQUE,F,10/16/21,321,22,28
Diapterus auratus,MARTINIQUE,M,10/16/21,374,23.5,29.5
Diapterus auratus,MARTINIQUE,F,10/16/21,387,24,29.5
Diapterus auratus,MARTINIQUE,F,10/16/21,388,24,30.5
Diapterus auratus,MARTINIQUE,M,10/16/21,271,21,27
Diapterus auratus,MARTINIQUE,M,10/16/21,407,24,30.5
Diapterus auratus,MARTINIQUE,F,10/16/21,478,26,33
Diapterus auratus,MARTINIQUE,F,10/16/21,415,25,30.5
Diapterus auratus,MARTINIQUE,F,10/16/21,409,24,30
Diapterus auratus,MARTINIQUE,M,10/16/21,267,22,27
Diapterus auratus,MARTINIQUE,F,10/16/21,335,22.5,29
Diapterus auratus,MARTINIQUE,F,10/16/21,498,26.5,33
Diapterus auratus,MARTINIQUE,M,10/16/21,261,20.5,26
Diapterus auratus,MARTINIQUE,F,10/16/21,548,28,35
Diapterus auratus,MARTINIQUE,F,10/16/21,517,26.5,33
Diapterus auratus,MARTINIQUE,F,10/16/21,293,21,27
Diapterus auratus,MARTINIQUE,F,10/16/21,324,23,28.5
Diapterus auratus,MARTINIQUE,M,10/16/21,240,20,25
Diapterus auratus,MARTINIQUE,F,10/16/21,487,26,33
Diapterus auratus,MARTINIQUE,M,10/16/21,243,20.5,26
Diapterus auratus,MARTINIQUE,F,10/16/21,502,25.5,33
Diapterus auratus,MARTINIQUE,F,10/16/21,227,20,25
Diapterus auratus,MARTINIQUE,M,10/16/21,257,23,28.5
Diapterus auratus,MARTINIQUE,M,10/16/21,312,23,28
Diapterus auratus,MARTINIQUE,F,10/16/21,405,24.5,31
Diapterus auratus,MARTINIQUE,F,10/16/21,317,22,28.5
Diapterus auratus,MARTINIQUE,F,10/16/21,456,25.5,31.5
Diapterus auratus,MARTINIQUE,I,10/16/21,255,21,26
Diapterus auratus,MARTINIQUE,M,12/7/21,388.2,24,29.5
Diapterus auratus,MARTINIQUE,F,12/7/21,184.8,18,22
Diapterus auratus,MARTINIQUE,F,12/7/21,210.9,19,24
Diapterus auratus,MARTINIQUE,F,12/7/21,421.8,25,30.5
Diapterus auratus,MARTINIQUE,F,12/7/21,371.1,25.5,32
Diapterus auratus,MARTINIQUE,M,12/7/21,582.5,27.5,34.5
Diapterus auratus,MARTINIQUE,F,12/8/21,385,23.5,29.5
Diapterus auratus,MARTINIQUE,F,12/8/21,296.5,21,24.5
Diapterus auratus,MARTINIQUE,F,12/8/21,596,27.5,35
Diapterus auratus,MARTINIQUE,F,12/8/21,287.2,22,27.5
Diapterus auratus,MARTINIQUE,F,12/8/21,280.8,20.5,26
Diapterus auratus,MARTINIQUE,M,12/8/21,363.4,23,30
Diapterus auratus,MARTINIQUE,I,12/8/21,326.6,22.5,28
Diapterus auratus,MARTINIQUE,M,12/8/21,254.7,22,27
Diapterus auratus,MARTINIQUE,M,12/8/21,275.6,20.5,26
Diapterus auratus,MARTINIQUE,F,12/8/21,397.5,24.5,30.5
Diapterus auratus,MARTINIQUE,M,12/8/21,252.9,21.5,26.5
Diapterus auratus,MARTINIQUE,F,12/8/21,380.7,23.5,29.5
Diapterus auratus,MARTINIQUE,F,12/8/21,430.7,25.5,32
Diapterus auratus,MARTINIQUE,M,12/8/21,180.6,17.5,21.5
Diapterus auratus,MARTINIQUE,F,12/8/21,164,17,20.5
Diapterus auratus,MARTINIQUE,M,12/8/21,306.7,22,27.5
Diapterus auratus,MARTINIQUE,F,12/8/21,421.3,24.5,30.5
Diapterus auratus,MARTINIQUE,F,12/8/21,411.1,25.5,31.5
Diapterus auratus,MARTINIQUE,F,12/8/21,163.5,17.5,20.5
Diapterus auratus,MARTINIQUE,M,12/8/21,325.6,22.5,28
Diapterus auratus,MARTINIQUE,I,12/8/21,263.2,21,26.5
Diapterus auratus,MARTINIQUE,M,12/8/21,233.2,19.5,24.5
Diapterus auratus,MARTINIQUE,F,12/8/21,102.6,14.5,18
Diapterus auratus,MARTINIQUE,M,12/8/21,292.8,21.5,26.5
Diapterus auratus,MARTINIQUE,F,12/8/21,99,14,17.5
Diapterus auratus,MARTINIQUE,M,12/8/21,260.5,21,26.5
Diapterus auratus,MARTINIQUE,F,12/8/21,70.3,13,16
Diapterus auratus,MARTINIQUE,F,12/8/21,122.5,15.5,19
Diapterus auratus,MARTINIQUE,M,12/8/21,212,19.5,25
Diapterus auratus,MARTINIQUE,F,12/8/21,288,21.5,27
Diapterus auratus,MARTINIQUE,F,12/8/21,239.1,20.5,26
Diapterus auratus,MARTINIQUE,F,12/8/21,114.1,15.5,19
Diapterus auratus,MARTINIQUE,F,12/8/21,153.5,16.5,20
Diapterus auratus,MARTINIQUE,F,12/8/21,171.8,17.5,21.5
Diapterus auratus,MARTINIQUE,M,12/8/21,203.3,18.5,24
Diapterus auratus,MARTINIQUE,F,12/8/21,165.7,18,22
Diapterus auratus,MARTINIQUE,F,12/8/21,377.5,22.5,28
Diapterus auratus,MARTINIQUE,M,12/8/21,206.7,20,25
Diapterus auratus,MARTINIQUE,M,12/8/21,114,15,19
Diapterus auratus,MARTINIQUE,M,12/8/21,275.7,22,27
Diapterus auratus,MARTINIQUE,F,12/8/21,162.2,17.5,21.5
Diapterus auratus,MARTINIQUE,F,12/8/21,136,16,19.5
Diapterus auratus,MARTINIQUE,F,12/8/21,163.8,17,20.5
Diapterus auratus,MARTINIQUE,F,12/8/21,117.9,15.5,19
Diapterus auratus,MARTINIQUE,F,12/8/21,248.1,19.5,25
Diapterus auratus,MARTINIQUE,F,12/8/21,126.3,16,19.5
Diapterus auratus,MARTINIQUE,M,12/8/21,114.5,15.5,19
Diapterus auratus,MARTINIQUE,M,12/8/21,260.6,20.5,26
Diapterus auratus,MARTINIQUE,F,12/8/21,176.8,17.5,21
Diapterus auratus,MARTINIQUE,M,12/8/21,121.5,15.5,19.5
Diapterus auratus,MARTINIQUE,F,12/8/21,218.7,20.5,24.5
Diapterus auratus,MARTINIQUE,F,12/8/21,147,17,21
Diapterus auratus,MARTINIQUE,F,12/8/21,147.3,17,20.5
Diapterus auratus,MARTINIQUE,F,12/8/21,134.4,16.5,20
Diapterus auratus,MARTINIQUE,F,12/8/21,153.2,17,21
Diapterus auratus,MARTINIQUE,F,12/8/21,163.6,17.5,21
Diapterus auratus,MARTINIQUE,F,12/14/21,330.6,23.5,29.5
Diapterus auratus,MARTINIQUE,F,12/14/21,85.9,15.5,18.5
Diapterus auratus,MARTINIQUE,M,12/14/21,92.6,15,18
Diapterus auratus,MARTINIQUE,F,4/24/22,450,25.5,32
Diapterus auratus,MARTINIQUE,F,4/24/22,519,26.5,33
